place,code
Olorunsogo,106101
Olorunsogo,112104
Olose,112104
Olotin Camp,361103
Olowo,112104
Olowo,200109
Olowojobi,121101
Oloya,200109
Olu Odumi Otutu,263101
Olua,480107
Oluaganagu,562103
Olubadan Estate,200109
Oluga,110109
Olugama,562101
Olugbade,202101
Olugbile,211108
Olugbo,110109
Olugbojo,200109
Olukama,562101
Olukugbene,562101
Oluocha,402120
Oluomo,112104
Oluonugbuda,511102
Olu-Oroke,361103
Olusasiri,562102
Oluti,102102
Olutumode,371104
Olwere-Ngwo,512101
Omademe,511101
Omagwa,511101
Omaibo,511102
Omaje,361104
Omaku,511101
Omani,260105
Omaraike,511101
Ombi,962102
Omege,480102
Omege,480105
Omege-Nkaleke,480103
Omeke,511102
Omeneta,511102
Omerelu,511101
Omesiobi,511101
Omi Dikenuaji,511102
Omi Ugba,370101
Omidudu,120101
Omihua,511101
Omitoro Balogun,112104
Omizua,511101
Omoaobi,500103
Omoawa,511101
Omobiri,511101
Omoda,263103
Omodere -Ama,500103
Omodo,120101
Omogu,270101
Omohia,511102
Omoke,260105
Omokpiriku,511102
Omokwa,510102
Omokwe,402120
Omokwodi-Edeje,972108
Omom,569101
Omomo Meta,102101
Omonikiri,562101
Omopintan Village,370101
Omorihuru,511102
Omorodu,480108
Omota,511102
Omu,264103
Omu,106101
Omu Agala,511102
Omu Agiri,511102
Omu Amah,511102
Omu Chip,511102
Omu Eechi,511102
Omu Ibah,511102
Omu Ikea,511102
Omu Isuea,511102
Omu Mbom,511102
Omu Noro-Omue,511102
Omu Nwenea,511102
Omu Nwibike,511102
Omu Ocham,511102
Omu Sukuta,511102
Omu Woka,511102
Omuabali,511102
Omuade,511102
Omuadi,511101
Omuagbaoke,511102
Omuagu,511101
Omuagubia,511101
Omuagula,511102
Omuagwewirie,511101
Omuahunwo,511101
Omuali,511102
Omuama Omuanaa,511102
Omuaza,511102
Omubiokolo,503101
Omuchagor,511101
Omuchama,511101
Omuchetu,511101
Omuchi,511101
Omuchinwo,511101
Omuchioha,511102
Omuchiolu,511101
Omuchiou,511102
Omuchsor,511101
Omudagwa,511101
Omudari,511101
Omudede,511102
Omu-Didenuaji,511102
Omudidia,511101
Omuechem,511101
Omuegwa,511101
Omuehia,511101
Omuehie,511101
Omueke,511101
Omuele,511101
Omueti,511102
Omueze,511102
Omueze,511101
Omugbala,511101
Omugopogu,562101
Omuigwe,511101
Omuigwe-Omute,511101
Omuika,511102
Omuike,511101
Omuikea,511102
Omuikega,511101
Omuiopi,511101
Omuishioha,511102
Omuketai,511101
Omukiole,511101
Omukoro,511102
Omukpiriku,511101
Omukume,511101
Omukwata,511101
Omukwosi,511101
Omumini,511101
Omumonyor,511102
Omuna,511101
Omungbe,511101
Omunkpu-Omute,511101
Omunkwo,511101
Omunobo,511101
Omunwonjor,511101
Omuobaa,511101
Omuoda,511102
Omuodu,511101
Omuoduku,511101
Omuogboi,511102
Omuogboro,511101
Omuogwor,511101
Omuohechi,511101
Omuohia,511101
Omuohiaa,511101
Omuohie,511101
Omuoji,511102
Omuokiedinma,511102
Omuokiri,511101
Omuokirika,511101
Omuoko,511101
Omuokpa-Omukuosi,511101
Omuokpata,511102
Omuolori,511101
Omuolu,511101
Omuonua,511101
Omuoparaaga,511101
Omuordm,511102
Omuordu,511102
Omuorupu,511102
Omuosa,511102
Omuosi,511101
Omuosu,511102
Omuota,511101
Omuotam,511102
Omuotiua,511101
Omuotutua,511101
Omuoviri,511101
Omuovona,511102
Omure,511101
Omuse/omusemgbe-Lela,511102
Omute,511101
Omutogbule,511101
Omuueka,511101
Omuuoda,511101
Omuwhiei,511101
Omuwonini,511101
Omuzua,511101
Ona-Aka,211108
Onado,263106
Onala -Odoasonyin,120101
Onbu,260105
Ongbo,970101
Onigbodogi,200129
Onihale,112104
Onija,106101
Onikanga,200129
Onikede,200129
Onimale,121101
Onimini,511102
Onimuli,511102
Onimuli-Oji,511102
Onipepeye,200109
Onireko,211108
Onisade,200109
Onisawasawa,106101
Onisope,121101
Onitsha,972108
Oniuu,200129
Oniyamo,112104
Oniyeka,264103
Onne,501101
Onoli,402120
Onre Bare,211108
Onu Akpara,480106
Onuebum,562103
Onugbo,972108
Onuinyana,441113
Onukpo,272101
Onumeba,263103
Onunu,562101
Onunwypele,562101
Onura,569101
Onusa,471115
Onwali,511101
Onwonwokiri,503101
Onyeke,330101
Onyekumi,263106
Onyikwa,480101
Onyikwa,480102
Onyirigbo,480101
Onyirigbo,480108
Onyofia/,491108
Onyukoko,263101
Onzo,260105
Oore,234101
Oota,211108
Opakeru,263103
Opamma,480107
Opanda,251105
Ope,470101
Opega,251105
Opete,330103
Opete,330102
Opikiri,510102
Opiriafan,503101
Opiro,512101
Opo,112104
Opo,503101
Opolo,569101
Opolochi,562101
Oponma,480102
Oporbakiri,503101
Oporoma,562101
Oporoma,561102
Opta-Wgboro,243105
Opticum,361104
Opu Akassa,562101
Opuada -Ama,500103
Opukiri,503101
Opume,562103
Opu-Ogbogbo,510102
Opuoko,502102
Opuorubo,562101
Opuraja,330101
Oraberekiri -Ama,500103
Orada Diobu,500101
Orafa,106101
Orasie Chinchi,263101
Orawo,562101
Oregun,106101
Orehi,260105
Oremeji,200109
Orepete,106101
Orerokpe,330101
Orhuwhorum,330103
Ori Okuta,121101
Oriba,106101
Oridota,211108
Orietosu,263101
Origa,261103
Origbemidele,211108
Origele,106101
Orijah,263101
Orile Ado,121101
Orile Ifo Town,112104
Orisumibare Camp,361103
Orita,106101
Orita Atoyo,121101
Orita Emuna,106101
Orita Merin,202101
Orita Odo,121101
Oriyanrin,106101
Orizo,480107
Orlu,4.73211E+47
Orlu-Igbaa,511102
Oro-Foniweitoro,562101
Orogbum,500101
Orogele,106101
Orokoroko,211108
Oromabiri,562102
Oropo,106101
Oror,442101
Oroworukwo,500101
Orua,511101
Oruama,510102
Oruge,263106
Orukiri,562101
Orukutu,562101
Oruma,562103
Orutoru,503101
Osa,511102
Osabonya,950103
Osakpa-Igbira,260105
Osantu,202101
Osara,264103
Ose,361104
Osemotor,464101
Oshegbenene,263103
Oshimaka,480106
Oshobane,263103
Oshogbo Camp,361103
Oshoma,264103
Oshugun,962103
Osibiri,561101
Osile,121101
Osisi,264103
Oso,121101
Osoba,112104
Osobolo Oturu,263103
Osoku-Agbira,260105
Osopo,121101
Ososa,120101
Ososo,121101
Ososun,112104
Osote,950103
Osppridu,260105
Osssiama,561101
Osubi,330101
Osugbene,562101
Osuku,260105
Osuoza,264103
Ota,121101
Otabha,510102
Otak,503102
Otam,480106
Otam,480102
Otari,510102
Otatubei,562101
Otefon,211108
Otegila,562103
Otegwe,562103
Oterufie,480102
Otiga,503102
Otikwu,402120
Otiri Alagbado,202101
Otoaikuru,270101
Otobipi,500103
Otokolomabie,503101
Otolo,562101
Oton-Ade,261103
Otorighise,330101
Otuabagi,562103
Otuabai 1,562103
Otuabula 1,562103
Otuabula 11,562103
Otuafik,503102
Otuaganagu,562103
Otuakeme,562103
Otudon,503102
Otuedu,562103
Otuegwe,562103
Otuekpein,562103
Otufor,562101
Otugan,503102
Otukpo,503101
Otumakiri,562102
Otungba,261103
Otuogidi,562103
Otuogori,562103
Otuokpoti,562103
Oturu,330101
Otutunbi,503101
Otuyelu,121101
Oumini,480108
Out - Bakoga,121101
Ovakida,264103
Ovelemini,569101
Oviri Okpe,330101
Oviri-Court,330101
Ovogo,511102
Ovuoba,480105
Ovwodokpokpo,330103
Ovwori,330101
Owa Onire,251105
Owaopiri,503101
Owaza,512101
Owere,263101
Owerewere,510102
Oweto,972108
Owhrode,330103
Owode,361104
Owode,102102
Owode Ise,106101
Owosi,361104
Owosi Oba,361104
Owota,106101
Owu,512101
Owu Isin,251105
Owugbogbo,330101
Owuni,263106
Owuogonoama,500103
Owuopili,503101
Oye Araromi Camp,361103
Oyegbami,121101
Oyeleke,121101
Oyi Adunni,234101
Oyi Araromi,234101
Oyi Ayegunle,234101
Oyiakiri,561102
Oyigbo,502103
Oyimo Settlement,361104
Oyin,361103
Oyinowo,263103
Oyookoto,503102
Ozagi,260105
Ozahi,260105
Ozebegbughu,330101
Ozibo,480102
Ozikutu,264103
Ozuaha,511101
Ozugbe,260105
Ozurui,264103
Ozuzu,512101
Padahi,903101
Padawa,910101
Paggi,903101
Pago,202101
Paipe,900102
Paka,603103
Pakara Gari,922107
Pakara Tasha,922107
Pakin Ado Ii,961105
Pakiti,106101
Pako Base,905102
Pakorgel,641107
Pakoto,112104
Pala,812101
Palladan,810103
Pambeguwa,811108
Pami,903101
Pamo,251105
Panada,712104
Panagana,905101
Panagu,905102
Pand Gbara,260105
Panda,901101
Pandaji,905102
Pandako,705103
Pango,751106
Pangpel,933101
Pangshom,940101
Pankilang,603103
Pankshin,933101
Pankuru,905102
Panpari,905102
Panshekara,700104
Panunuki,901101
Papa,762103
Pasa,922107
Pasali,903101
Paspa,901101
Pategi,243105
Patesi,263106
Pati Maza,912105
Paujan,923104
Payi,901101
Pegi,710105
Pegin Mallam Mato,741101
Peka - Sogbo,502102
Peki,903101
Pela,603107
Pela Tsuigi,603103
Penin Gaba,872102
Peoshie,940101
Peretou-Gbene,561102
Peribe,562101
Pero -Ue,502102
Perside,503101
Peshi,641110
Peta,603103
Philippo,562101
Pika,603103
Piko,901101
Pima,903101
Pimi,740102
Pingi,750106
Piowe,905102
Piyemi,601102
Plantains,510102
Pode,642103
Poediel,940101
Pofuwa,121101
Poka,106101
Pokata,770102
Poku,260105
Polaku,569101
Polchi,741101
Police Barracks,904105
Pollw,703103
Pondomakiri,503101
Port Harcourt,5.00212E+83
Posirisu - Duyaakara,502102
Posu,981114
Povita,103101
Power Line,112104
Pue,502102
Pukuma Miyim,603103
Pullum,642101
Pumbi Ditse,800101
Qutar,562103
R//kaya,823103
R/doma,843102
R/gatti,843101
Raba,712101
Raba,713101
Rabadi,721102
Rabah,842103
Radda,822104
Rade,824103
Radelu,121101
Radina,742101
Rafin Gabas,961102
Rafin Gari,871101
Rafin Gora Gari,923101
Rafin Iwa,830104
Rafin Kaffi,910101
Rafin Kirya,870106
Rafin Mallam,700105
Rafin Marke,733101
Rafin Samyi,657101
Rafin Sita,962103
Rafin Tsamiya,703102
Rafin Zurfi,741104
Rafin/wa-Gona,923101
Rafin-Chiyawa,742101
Rafin-Gora,742101
Rafin-Kada,832103
Rafiu,741104
Ragada,710105
Ragada,243105
Ragadawa,923101
Ragga,960134
Ragogo-Cidari,824104
Rahama,812103
Rahama,711104
Rahamawa,824104
Ra-Hoss,931107
Rainbow Town,500101
Rajiyam Giwa,940101
Rajuwa,752105
Raka,841101
Rakajuwa,742101
Rakama,742101
Rakpami,962106
Rakwango,512101
Rambazau,721102
Rambo Bassa,260105
Ramfa,750106
Ramin-Kura,811104
Ranadu,121101
Ranawa,702101
Randa,812104
Randali,860101
Rangas,711105
Rangaza,700105
Ranka,711104
Rano,710101
Ranta,711104
Rarah,842103
Rarum,751106
Rasupi,121101
Ratawa,704101
Rauda,705102
Rawayau,821103
Redi,705103
Regbeta,260105
Rehu,740101
Rehu,740102
Reji Sekere,200109
Rekabeba Bassa,260105
Remawa,822103
Rereji,832101
Ribadu,641101
Ribvawo,750103
Rido,800104
Rifun,243105
Rigaji,832103
Rigange,642104
Rigar Galadima,750101
Rigolo,923104
Rijar-Kusa,833101
Rijau,923104
Rijayan Tsamiya,824105
Rije,704101
Rijia Mallam Ladan,883101
Rijiman Bature,923104
Rijiyar Dinya,700105
Rijiyar Mata,824104
Rijiyar Tsamiya,824103
Rijiyar Zaki,700105
Rikadawa,711102
Rim,931107
Rimantaini,704102
Rimau,800105
Rimawa,842105
Rimaye,703101
Rimaye,860102
Rimba,905101
Rimi,750103
Rimi,712102
Rimi,700105
Rimi,822103
Rimi,923104
Rimi Gata,700105
Rimi Zakara,700105
Rimin Biso,812104
Rimin Gado,701102
Rimin Guza,822103
Rimin Hagau,823104
Riminbai,701104
Rinde,720103
Ringim,733102
Ringim,705102
Rini,872102
Rinji,701102
Rinji,701103
Rinjin-Baushe,822105
Rinjin-Gora,833102
Rinjin-Idi,833102
Ririwai,710105
Risugua,602104
Rita,610106
Ritamerin,121101
Riuza,960134
Riwo,923104
Riyi,712102
Riyiya Ganagana,260105
Robomi,260105
Roddo,760102
Rofo Agbele,121101
Rogo,704105
Rogogo,824104
Rogogo Masabka,824104
Rogogo Yan Tuba,824104
Rogogon Gabsa,824104
Rogon-Dawa,820103
Rogun Rogun,110109
Rokpokpo-Gufaci,260105
Romo,701104
Roni,705103
Ropoju,103101
Ruba,741103
Rubokya,903101
Rudu,962106
Ruga,711102
Ruga Budda,352105
Ruga Gwano,750106
Rugan Barde,822105
Rugan Gabas,923104
Rugan Mal. Idris,904105
Rugan Rabo,904105
Rugan S/fulani,901101
Rugar Chibau,923104
Rugar Duka,711101
Rugga,851103
Ruggan Jee,923104
Ruggar,851101
Ruggar Dawa,860102
Rugurugu,710104
Rukkukiye,923104
Rukukuje,923104
Rukwane,923104
Ruma,812103
Ruma,824103
Rumada,830104
Rumah,82016
Rumba,742103
Rumbu,742101
Rumbuki,860102
Rumeeleni,511102
Rumeoro,511102
Rumewhor,511102
Rumfa,731101
Rumi,701101
Rumiji,511102
Rumo,712102
Rumodogo,511102
Rumou Kparae Kah,511102
Rumuagwor,511102
Rumuebagwor,511102
Rumuekpe,511102
Rumuekpe,511101
Rumuigbaa,511102
Rumuigwenya,511102
Rumukani,511102
Rumumumu,512101
Rumuohe,511102
Rumuokwu,511102
Rumuolo,512101
Rumuoparali,500101
Runde Bin,740101
Runfa,702103
Runfuwa,923104
Runiu Kalgbo,500101
Runji,703102
Runji,923104
Runka,821103
Runkusawa,700104
Ruriji,901101
Rurum,710101
Ruruma,823104
Rurun Gwani,720101
Rutai,742101
Rutuwan Kalido,923104
Ruwan Fili,863103
Ruwan Godiya,830102
Ruwan Godiya,830101
Ruwan Sanyi,832101
Ruwan Tabo,710104
Ruwan Wuri,841101
Ruwanbago,704105
Ruwangugi,831101
Ruwan-Kanki,742101
Ruwan-Maje,742101
Ruwau-Dutsi,824103
S. G. Sullubawa,923104
S. G. Ushe,923104
S. Ganda,923104
S/ Gari/ Yargede,872102
S/bazai-Abdu,842101
S/fana,860102
S/g Managu,923101
S/gabas,853101
S/gari,705103
S/garin,923101
S/garo,912105
S/g-Dole,842105
S/gwari Genge,903101
S/layin Galadima,830102
S/pegi Ngbarang,642101
S/rijaya,923102
S/rijiya,823102
S/saro,923104
S/yaki,863101
S/yamma,853101
S/yara,824101
Saa-Beeri,502102
Saakin,211108
Saamu,211108
Saapeenwa,501102
Saba,611105
Sababuwa,612103
Sabaja,251105
Sabakuwa,752105
Sabalari,720101
Sabatoru,562101
Sabatoru,562102
Sabayo,752106
Sabi,820103
Sabi,106101
Sabo,703101
Sabo,211108
Sabo Dale,950101
Sabo Gezawa,702101
Sabob Gari,822103
Sabo-Gwari,260105
Sabon Birni,811104
Sabon Birni,704101
Sabon Birni,820103
Sabon Birni,860102
Sabon Birni,842106
Sabon Gari,901101
Sabon Gari,642103
Sabon Gari,642104
Sabon Gari,751106
Sabon Gari,752105
Sabon Gari,601101
Sabon Gari,760102
Sabon Gari,720102
Sabon Gari,720105
Sabon Gari,733103
Sabon Gari,810103
Sabon Gari,700105
Sabon Gari,824101
Sabon Gari,832102
Sabon Gari,821103
Sabon Gari,832101
Sabon Gari,961101
Sabon Gari,932101
Sabon Gari,843101
Sabon Gari Katsalle,701103
Sabon Gari Ruru,720101
Sabon Garin Burgel,741101
Sabon Garin Daji,812103
Sabon Garin Dunburawa,82016
Sabon Garin Matazu,833102
Sabon Gida,761118
Sabon Gida,961102
Sabon Gwaria,903101
Sabon Gwarzo,704101
Sabon Kaffi,751106
Sabon Kwara,710105
Sabon Layi,641110
Sabon Layi,832102
Sabon Lemu,812104
Sabon Ruwa,710103
Sabon Ruwa,702105
Sabon Sara,750105
Sabon Sara,863103
Sabongari,752106
Sabongari,922107
Sabongida,905102
Sabongida,712102
Sabon-Tasha,800104
Sabon-Yelwa,800104
Sabuwa,830104
Sabuwar,710105
Sabuwar-Kasa,832103
Sadauki,711101
Sadauna,962106
Safa Babba,731107
Safana,822104
Safana,821103
Saga,106101
Sagatama,562103
Sagbama,561101
Sagbokij,102101
Sagi,711105
Sagi Karami,912105
Sagira,843102
Saguwa,823101
Sagwai,752106
Sagwari,901101
Sahsawa,612103
Said,610101
Saidan,922107
Saidiri,752105
Saikiri,562101
Saitawa,824102
Saiye,702102
Saji,710101
Sakaba,872105
Sakaba,923104
Sakace,870106
Sakadadi,810103
Sakaina,705103
Sakalawa,713103
Sakaratsa,701102
Sakkwai,841101
Sako,833101
Sakpo Beach,103101
Sakun,912105
Sakuwa,721102
Sakwai,802101
Sakwato,961102
Sakwaya,720101
Sakwaya,712103
Salahu,603103
Salaja Campsasere Camp,361103
Salami,843103
Salau,841102
Salawu,912105
Salewa,841101
Salihawa,704101
Salihawa,832101
Saliu,200129
Sallaman Kanam,942102
Samai,503101
Samama,853101
Samamiya,721101
Samanga,503102
Samariga,260105
Sambawa,863103
Sambawal,750103
Samboru,611102
Samegu,700104
Samgama,503101
Saminaka,811104
Saminaku,922107
Samo Ekun Parapo,103101
Samo Seje,103101
Sampite,503101
San Gi,850105
Sanakur,703101
Sanbaluna,702103
Sancigi,922107
Sanda,710102
Sanda,710101
Sandamu,824103
Sanekubo,562101
Sangakubu,562102
Sangana,562101
Sangari I,657101
Sango,200129
Sangolokeke,211108
Sani,704103
Sankara,733102
Sankau,705103
Sanni,712101
Sanoma,923104
Sansan,752106
Sansan,752105
Sansani,720105
Sansanyi,260105
Santalmari,752105
Santar Arab,832103
Santar Dangeda,832102
Santar Lungu,701104
Santsi,702102
Sanunariyaa,260105
Sanyinawa,833101
Sanyinnawal,851103
Sapele,3.31211E+47
Sar/sudan,923101
Sara,721102
Sara,824104
Sara -Ama,500103
Saradosa,863103
Saradugum,752105
Sarari,710102
Sarawa,741103
Sarbl,702103
Sardago,823101
Sare Sare,701104
Sarina,712101
Sarkama,711105
Sarki,904105
Sarkin Dare,732103
Sarkin Dawa,830104
Sarkin Fada,863101
Sarkin Fulani,830102
Sarkin Iya,701104
Sarkin Shanu,700104
Sarkin Yamma,641107
Sarkin Yara,824101
Sarma,750101
Saromi Ii,370101
Sarowo-Abdu,905102
Sarumi,211108
Sasawa,610106
Sasere,361104
Sasiri Bassa,260105
Sassa,923102
Sasuokiri,562101
Satigal,710103
Sauka,903101
Saula,611105
Saulawa,812101
Saum Sainawa,705105
Sauna,702102
Saura,603103
Saura,961101
Saw Mill,370101
Saw Mill,913104
Sawa,611101
Sawarya,820103
Sawashi,870106
Sawi,750103
Sawmill,200109
Saw-Mill,112104
Sayasaya,712104
Saya-Saya,812101
Sayau,830104
Sayawa,711101
Sayaya,833102
Saye,703101
Saye,823102
Selifulyu,905102
Semembiri -Ama,500103
Senokan,112104
Senseni,260105
Serebia,510102
Seregyanama Bassa,260105
Seriki,112104
Sesseda,860102
Shaba Mambe,912105
Shabawa,704103
Shabewa,824102
Shabu,961102
Shadad,905102
Shadadi,923104
Shadambu,824101
Shadawanka,740102
Shafawa,711101
Shafe,705105
Shaffa Abakwa,962106
Shaffan Kwato,962106
Shafforon,642101
Shagana,263106
Shagari,851103
Shagaya,260105
Shagen,702103
Shagogo,750103
Shagogo,713102
Shagwa,923104
Shaji,903101
Shakogi,704102
Shaku,922107
Shakura,823101
Shalla,883101
Sham,923104
Shamakawa,703103
Shamarada,824101
Shambo,923104
Shana,702102
Shanga,870106
Shango,743104
Shanlang,940101
Shanono,704102
Shaoa,705103
Sharabi,871101
Sharaf,742101
Sharawa,824101
Share Gari,705103
Shargalle,823103
Shargalle,823102
Sharifai,720101
Sharkakiya,701101
Sharta,824102
Shasawawka,740101
Shata,920102
Shatare,705103
Shatari,750103
Shattam,612103
Shawu,830102
Shedema,260105
Shehuri,610101
Shekar Barde,700104
Shekar Madaki,700104
Shekara-Uku,962106
Shekiya,824102
Shellkiri,562102
Sheme,830102
Shendam,940101
Shepwan,940101
Shere,901101
Sherere,832102
Sherifuri,743104
Sheshi Sahaaba Ward,243105
Shesihi Tsaha,243105
Shibdawa,822105
Shiburu,710105
Shiden Bassa,260105
Shika,913104
Shika Dam,810103
Shikaku,260105
Shikarikir B,601102
Shikarkir A,601102
Shike,710101
Shimbabeji-Bassa,260105
Shinaka,842105
Shinfida Fulani,705103
Shinga,740102
Shinge,750103
Shingere,910101
Shingi,710102
Shinshinga-Nashi,962106
Shippang,933101
Shira,750103
Shirgi,82016
Shiroka,824102
Shitako,742103
Shittu,800108
Shiwari-Kura,601101
Shiye,710103
Shoko,103101
Shole,762103
Shonganawo,762103
Shongo,743104
Shongo,760102
Shugu,743104
Shuguri',750106
Shun Gurum,721101
Shunkwan,940101
Shuwaki,703103
Shuwaki,710104
Shuwarin,720102
Shuwi,710104
Siguabuya,611104
Silliya,742101
Simape,901101
Simawa,121101
Simbe Banga Luekun,502102
Sime,501102
Sindigawa,641101
Sindiri,923104
Sinko,200129
Sintilmawa,733102
Sir Ajaa,610101
Siri,742104
Siri,742101
Siri Zuruuhu,742104
Sirika,823103
Sito Beach,103101
Sitti,712102
Siyori,733101
Siyya,822103
Sketuko,903101
Soba,923102
Sobo Camp,562103
Sode Tana,912105
Sogbadun,121101
Sogbo,502102
Sogunle,112104
Sohlut,940101
Soinmazhi,912105
Soitan,905102
Sokan,110109
Soklut,940101
Solalu,200136
Solu,112104
Sombiekiri,503101
Somisire,121101
Sonde,112104
Song,652102
Songhai,272101
Songubi,912105
Sonkaya,823102
Sori,923104
Sosaye,742103
Soso,121101
Sotubo,121101
Sounkiri,562101
Sourr,741104
Sowegbene,562101
Sowo,121101
Soyinka Alaga,112104
Spiffis Town,562101
St. Andrews Area,211108
Suddu,750103
Suduji,824101
Sugau,811104
Sugumgum,733101
Sugundure,612103
Suka,762103
Sukur Daurawa,651102
Sukur Settlement,651102
Sukwanawa,824101
Suleja,910101
Sulumanyi Bassa,260105
Sum,741104
Sum,933101
Sum Sum,703101
Sumaila,712102
Sumana,710104
Summa,912105
Sumpe,901101
Sunabaya,611101
Sundiimina,721101
Sunkani,743104
Supa,752106
Surko,721101
Surutwawa,710105
Suti,841101
Sutuwa,752105
T. Anyo,923104
T. Auta,923104
T. B. Bmakeri,923104
T. Bali,923104
T. Bella,923104
T. Bunu,923104
T. Danda,923104
T. Dogo,923104
T. Fona,923104
T. Gongo,923104
T. Kago,923104
T. Kuka,923104
T. Magagi,923104
T. Magaji,923104
T. Magajiya,923104
T. Makeri,923104
T. Managoro,923104
T. Mangwan,923104
T. Marigwaro,923104
T. Mildo,923104
T. Noma,923104
T. S. Shanji,923104
T. S. Ushe,923104
T. Sambo,923104
T. U. Dangiye,923104
T. Yando,923104
T. Yero,923104
T/ Maidawa,861101
T/ Mamman,863103
T/ Marina,861101
T/alh. Musa,913104
T/amadu Kama,923101
T/babba,702101
T/danzaria,901101
T/gamu-Gaku,923101
T/jaye,923101
T/jirgi Gari,913104
T/kawata,923101
T/kawo,923101
T/mande,923101
T/manu,901101
T/na Ukku,923101
T/sakko,923101
T/shanu,843103
T/siri,923101
T/usubu,923101
T/wada,862104
T/wada,923101
T/wawa,923101
Taadza Ward,243105
Tab Gidan I,913104
Taba,810102
Tabanni,833101
Tabaris,705103
Tabbasu,752105
Tabki Tara,870106
Tabo,702105
Tabo Goshi,912105
Tabobo,720101
Tabula,742101
Tadi,824102
Tadire,752105
Tadnum,741104
Tafakai,824102
Tafawa,742104
Tafi,102101
Tafiyau,811108
Tafkin-Jage,832103
Tafoki,830102
Tagawayan Fage,733101
Tagoyo,752105
Tagwamma,702102
Tagwaye,750105
Tagwaye,733101
Tagwaye,710105
Tahaiji,733101
Ta-Hoss,931107
Tai,501102
Tajiya,742101
Tak,211108
Taka Lafia,740101
Takai,712103
Takakume,842105
Takalafiya,742101
Takalafiya,720105
Taka-Lafiya,810102
Takalafiyan-Balma,742101
Takalifiya,923104
Takama,704102
Takari,923104
Take,106101
Take Nla,106101
Takpeshi,905102
Takur,720101
Takusheyi,823101
Takwa Gwari,903101
Takwa Hausawa,903101
Takwardawa,705103
Takware,870106
Talpa,905102
Taluwa Gwari,260105
Tama,705103
Tama,822105
Tamawa,701102
Tamawa,821103
Tamazza,752106
Tambes,933101
Tamburawa,700104
Tamburawa Gabas,713105
Tamilo,823102
Tamogbene,561102
Tamsu,601105
Tamsugu Ngandua,611104
Tamu,821103
Tamu-Gbene,561102
Tana,562101
Tanabu,260105
Tanaga,905102
Tanalafiya,710105
Tandama,831102
Tandari,610101
Tandoma,272101
Tangaji,702105
Tangaza,841101
Tangur,932112
Tangzeb,940101
Tankarau,702102
Tankari,733101
Tanmo,200109
Tanti,932112
Tappi,760102
Tapshin,741104
Tara,842106
Tarai,710102
Tarakiri,561102
Taramanawa,824105
Tarasa,860101
Tarda,700105
Tareri,330103
Targa,923104
Tariwa,711104
Tarke,843101
Tarkuye,923104
Tarongol,932112
Taroro,923104
Tashan Dirigi Agwa,922107
Tashan Kade,812104
Tashar Ali,832101
Tashar Fulani,832101
Tashar Gurgu,833102
Tashar-Maje,742101
Tashar-Mangoro,742101
Tashar-Wali,823103
Tashena,752105
Tasumbulai,861101
Tatara Mari,961102
Tatau,923104
Tatsan,703102
Tattarawa,701101
Tatyough,970101
Taujeri,704102
Taura,733103
Taure,743104
Tawari,260105
Tawasu,603103
Tawilawa,733101
Taying,933101
Tazenyi Igbira,260105
Tedmugzu,770102
Teenana,502102
Tege,260105
Tein,569101
Tema,981114
Temidire Camp 1,361103
Temidire Camp 11,361103
Temisa,330101
Temu,106101
Tenege,260105
Tengelkiri,562102
Tengikiri,562101
Tengikokiri,562102
Tereke,562101
Teriapu Kiriama,500103
Terna,981114
Tibamu,923102
Tiddibale,883101
Tietiegbene,561102
Tifei-Tshohuwa,742101
Tiffi-Sabuwa,742101
Tigbo-Ogun Town,112104
Tijio,721103
Tika,913104
Tikirje,752105
Tila,961101
Tilanbawa,710105
Tilla,824102
Timir,610106
Timutna,961105
Tinda,760104
Tingiri,602101
Tinhan,940101
Tinki,703101
Tinmkishi,705103
'tiri Gari,641110
Tirwun,740101
Tise,923104
Tiye,106101
Tkurwa,810102
Tobolo,601105
Tofa,733102
Tofa,702101
Tofa,711101
Tofa,710101
Tofa,842103
Tofai,702102
Tofawa,703103
Tohu,750101
Toighor,970101
Tokarawa,700101
Token,713105
Tokombana,610106
Tokulo,901101
Toma,852101
Tombee,501102
Tombi,562102
Tombia,569101
Tombia,504102
Ton Kiri,562101
Tondi,762103
Topo,103101
Torankawa,710101
Torankawa,851101
Toranke,713103
Toro,740103
Tororam,602101
Toru-Angiama,561101
Toru-Ebeni,561101
Toru-Foutorugbene,561102
Tosavi Beach,103101
Toto,642104
Toto,712103
Toto,962106
Tototo Bassa,260105
Toyi Gufaci,260105
Tozai,843101
Tozai,883101
Trofani,561101
Tsabare,883101
Tsabu,824102
Tsadoyagi,912105
Tsadu Baba,912105
Tsaduke Ward,243105
Tsafanade,841102
Tsafi,750103
Tsagaiwa,720105
Tsage,702103
Tsagen,823101
Tsakatsa,822104
Tsakiya,821103
Tsakuwa,702103
Tsakuwadal,713101
Tsakuwardal,712101
Tsakuwawa,720105
Tsalle,702101
Tsamabaki,710103
Tsamaye,842106
Tsamiya,750106
Tsamiya,923104
Tsamiyar Kara,702101
Tsamiye,820103
Tsangarwa,721102
Tsangaya,712104
Tsangayar-Madori,742101
Tsangayar-Marke,742101
Tsaniya,923104
Tsankiya,702103
Tsanyawa,703102
Tsari,720101
Tsaski,822104
Tsaudawa,711105
Tsaugamuwa,831102
Tsauni,710105
Tsauni,704101
Tsaunin Kura,800104
Tsaurara,823101
